xmin,ymin,xmax,ymax,Object,label
870.73046875,427.11914062500006,1004.357421875,459.44824218750006,Winthrop,not_relevant
1006.5126953125,422.80859375000006,1069.015625,459.44824218750006,WA,not_relevant
1097.0341796875,420.6533203125,1144.4501953125,448.671875,City:,not_relevant
821.1591796875,455.1376953125,915.9912109375,487.466796875,98862,not_relevant
1836.29296875,396.9453125,1881.5537109375,424.96386718750006,Aot,not_relevant
1769.4794921875,418.498046875,1860.0009765625,450.8271484375,Zp.Code:,not_relevant
1631.5419921875,416.3427734375,1687.5791015625,442.20605468749994,State:,not_relevant
1635.8525390625,442.20605468749994,1687.5791015625,461.60351562500006,Email:,not_relevant
1588.4365234375,521.951171875,1657.4052734375,547.814453125,(DATE),not_relevant
1670.3369140625,552.125,1771.634765625,577.98828125,REPORT#:,not_relevant
1478.517578125,599.5410156250001,1612.14453125,625.404296875,PLAINTIFFVS.,not_relevant
1607.833984375,599.5410156250001,1683.2685546875,625.404296875,NAMED,not_relevant
1676.802734375,599.5410156250001,1788.876953125,625.404296875,DEFENDANT,not_relevant
1528.0888671875,642.646484375,1609.9892578125,668.509765625,MIDDLE,not_relevant
1732.83984375,642.646484375,1775.9453125,670.6650390625,SFX,not_relevant
1517.3125,664.19921875,1566.8837890625,690.0625,YU,not_relevant
1562.5732421875,664.19921875,1612.14453125,692.2177734375,RIE,not_relevant
1575.5048828125,709.4599609375,1646.62890625,735.3232421875,STATE,not_relevant
1702.666015625,709.4599609375,1795.3427734375,733.16796875,ZIPCODE,not_relevant
1648.7841796875,722.3916015625,1698.35546875,748.2548828125,WA,not_relevant
1252.2138671875,526.26171875,1375.064453125,549.9697265625,(SIGNATURE).,not_relevant
1862.15625,526.26171875,1974.23046875,549.9697265625,3A0561352,not_relevant
163.80078125,552.125,312.5146484375,575.8330078124999,INFRACTION,not_relevant
314.669921875,547.814453125,428.8994140625,580.1435546875,TRAFFIC,not_relevant
426.744140625,547.814453125,590.544921875,580.1435546875,NON-TRAFFICI,not_relevant
601.3212890625,552.125,698.30859375,577.98828125,PARKING,not_relevant
700.4638671875,554.2802734375,816.8486328125,580.1435546875,LEAORI#,not_relevant
816.8486328125,554.2802734375,950.4755859375,580.1435546875,WA0180000,not_relevant
984.9599609375,556.435546875,1056.083984375,582.298828125,COURT,not_relevant
1049.6181640625,556.435546875,1114.2763671875,582.298828125,ORI#,not_relevant
1107.810546875,554.2802734375,1239.2822265625,580.1435546875,WA018013J,not_relevant
1310.40625,554.2802734375,1446.1884765625,580.1435546875,INFRACTION#,not_relevant
1456.96484375,554.2802734375,1482.828125,577.98828125,A,not_relevant
165.9560546875,580.1435546875,234.9248046875,606.0068359375,INTHE,not_relevant
234.9248046875,577.98828125,353.46484375,603.8515625,VDISTRICT,not_relevant
407.3466796875,577.98828125,519.4208984375,603.8515625,MUNICIPAL,not_relevant
517.265625,575.8330078124999,618.5634765625,601.6962890625,COURTOF,not_relevant
168.111328125,597.3857421875,262.943359375,629.71484375,OSTATE,not_relevant
254.322265625,597.3857421875,290.9619140625,627.5595703125,OF,not_relevant
286.6513671875,599.5410156250001,415.9677734375,625.404296875,WASHINGTON,not_relevant
422.43359375,595.23046875,566.8369140625,627.5595703125,COUNTYOF,not_relevant
581.923828125,599.5410156250001,676.755859375,625.404296875,KITSAP,not_relevant
157.3349609375,646.95703125,329.7568359375,670.6650390625,DRIVERSLICENSE,not_relevant
323.291015625,644.8017578125,364.2412109375,672.8203125,NO.,not_relevant
157.3349609375,668.509765625,260.7880859375,694.373046875,(SCANNED),not_relevant
155.1796875,690.0625,336.22265625,720.236328125,WDL666Z6J23B,not_relevant
150.869140625,713.7705078125,250.01171875,739.6337890625,ADDRESS,not_relevant
275.875,709.4599609375,469.849609375,739.6337890625,4225TRACYTON,not_relevant
467.6943359375,711.615234375,640.1162109375,735.3232421875,BEACHRDNW,not_relevant
153.0244140625,756.8759765625,258.6328125,782.7392578125,EMPLOYER,not_relevant
153.0244140625,776.2734375,299.5830078125,808.6025390625,DATEOFBIRTH,not_relevant
303.8935546875,778.4287109375,372.8623046875,804.2919921875,'RACE,not_relevant
392.259765625,776.2734375,504.333984375,799.9814453125,EHHNIGHT,not_relevant
521.576171875,778.4287109375,573.302734375,804.2919921875,'SEX,not_relevant
159.490234375,799.9814453125,267.25390625,825.8447265625,07-27-01,dob
306.048828125,799.9814453125,342.6884765625,828.0,A,not_relevant
146.55859375,823.689453125,306.048828125,849.5527343749999,VIOLATIONDATE,not_relevant
148.7138671875,845.2421875000001,396.5703125,875.4160156250001,GKORABGTO7202023,not_relevant
394.4150390625,845.2421875000001,461.228515625,871.10546875,18:42,not_relevant
465.5390625,845.2421875000001,532.3525390625,871.10546875,LANG:,not_relevant
153.0244140625,903.4345703125,260.7880859375,929.2978515625,VEHLICNO,not_relevant
146.55859375,927.142578125,256.4775390625,950.8505859374999,BPH6444,not_relevant
150.869140625,948.6953124999999,271.564453125,974.55859375,TR#ILICNO,not_relevant
148.7138671875,993.9560546875,407.3466796875,1017.6640624999999,CMRERCWPANKIFOTHER,not_relevant
400.880859375,993.9560546875,525.88671875,1017.6640624999999,THAN_DRMVER,not_relevant
562.5263671875,989.6455078125,747.8798828125,1019.8193359374999,PETERSPARK,not_relevant
148.7138671875,1015.5087890625001,243.5458984375,1041.3720703125,ADDRESS,not_relevant
148.7138671875,1039.216796875,206.90625,1065.080078125,7297,not_relevant
204.7509765625,1039.216796875,275.875,1065.080078125,LONE,not_relevant
273.7197265625,1039.216796875,441.8310546875,1067.2353515625,EAGLEPLNW,not_relevant
144.4033203125,1062.9248046875,206.90625,1088.7880859375,7297,not_relevant
200.4404296875,1062.9248046875,275.875,1086.6328125,LONE,not_relevant
269.4091796875,1062.9248046875,437.5205078125,1086.6328125,EAGLEPLNW,not_relevant
146.55859375,1084.4775390625,243.5458984375,1110.3408203125,ACCIDENT,not_relevant
142.248046875,1108.185546875,189.6640625,1136.2041015625,NO,not_relevant
698.30859375,577.98828125,788.830078125,603.8515625,KITSAP,not_relevant
790.9853515625,580.1435546875,903.0595703125,603.8515625,DISTRICT,not_relevant
896.59375,580.1435546875,987.115234375,606.0068359375,COURT,not_relevant
967.7177734375,601.6962890625,1081.947265625,625.404296875,CITY/TOWN,not_relevant
1073.326171875,599.5410156250001,1112.12109375,627.5595703125,OF,not_relevant
931.078125,670.6650390625,1032.3759765625,702.994140625,Shaffer,last_name
780.208984375,711.615234375,810.3828125,733.16796875,IF,not_relevant
801.76171875,709.4599609375,944.009765625,735.3232421875,NEWADDRESS,not_relevant
946.1650390625,709.4599609375,997.8916015625,735.3232421875,CITY,not_relevant
778.0537109375,733.16796875,903.0595703125,759.03125,PASSENGER,not_relevant
1006.5126953125,724.546875,1157.3818359375,750.41015625,BREMERTON,not_relevant
948.3203125,754.720703125,1090.568359375,780.583984375,EMPLOCATION,not_relevant
659.513671875,778.4287109375,741.4140625,804.2919921875,HEIGHT,not_relevant
806.072265625,776.2734375,892.283203125,802.13671875,WEIGHT,not_relevant
956.94140625,776.2734375,1021.599609375,802.13671875,'EYES,not_relevant
1103.5,776.2734375,1161.6923828125,802.13671875,'HAIR,not_relevant
661.6689453125,797.826171875,728.482421875,823.689453125,5'01",not_relevant
810.3828125,797.826171875,859.9541015625,823.689453125,115,not_relevant
956.94140625,793.515625,1025.91015625,825.8447265625,BRO,not_relevant
1109.9658203125,795.6708984375,1168.158203125,823.689453125,BRO,not_relevant
819.00390625,821.5341796875,950.4755859375,847.3974609374999,'ATLOCATION,not_relevant
989.2705078125,817.2236328125,1056.083984375,849.5527343749999,PINE,not_relevant
1047.462890625,817.2236328125,1131.5185546875,849.5527343749999,RDNE,not_relevant
821.1591796875,845.2421875000001,991.42578125,868.9501953125,REF.TRAFFICWAY,not_relevant
797.451171875,922.83203125,939.69921875,946.5400390625001,MITSUBISHL,not_relevant
734.9482421875,623.2490234375,782.3642578125,651.267578125,THE,not_relevant
778.0537109375,625.404296875,915.9912109375,649.1123046875,UNDERSIGNED,not_relevant
913.8359375,625.404296875,1012.978515625,649.1123046875,CERTIFIES,not_relevant
1006.5126953125,625.404296875,1056.083984375,651.267578125,AND,not_relevant
1051.7734375,625.404296875,1107.810546875,651.267578125,SAYS,not_relevant
1103.5,625.404296875,1181.08984375,651.267578125,THATIN,not_relevant
1174.6240234375,625.404296875,1219.884765625,651.267578125,THE,not_relevant
1213.4189453125,625.404296875,1280.232421875,651.267578125,STATE,not_relevant
1275.921875,627.5595703125,1310.40625,651.267578125,OFI,not_relevant
1303.9404296875,625.404296875,1435.412109375,649.1123046875,WASHINGTON,not_relevant
467.6943359375,644.8017578125,622.8740234375,670.6650390625,STATE/EXPIRES,not_relevant
646.58203125,644.8017578125,840.556640625,668.509765625,PHOTOIDMATCHED,not_relevant
855.6435546875,644.8017578125,922.45703125,670.6650390625,NAME:,not_relevant
924.6123046875,644.8017578125,980.6494140625,670.6650390625,LAST,not_relevant
478.470703125,666.3544921875,530.197265625,692.2177734375,WA,not_relevant
536.6630859375,666.3544921875,637.9609375,692.2177734375,03-01-28,not_relevant
642.271484375,666.3544921875,730.6376953125,707.3046875,YES,not_relevant
741.4140625,670.6650390625,808.2275390625,707.3046875,ONO,not_relevant
1234.9716796875,646.95703125,1297.474609375,672.8203125,FIRST,not_relevant
1245.748046875,670.6650390625,1325.4931640625,702.994140625,Linda,first_name
1860.0009765625,644.8017578125,1941.9013671875,670.6650390625,CDUCLP,not_relevant
1864.3115234375,664.19921875,1937.5908203125,696.5283203125,DYES,not_relevant
1937.5908203125,662.0439453125,2004.404296875,696.5283203125,NO,not_relevant
1801.80859375,724.546875,1918.193359375,748.2548828125,983102060,not_relevant
1256.5244140625,778.4287109375,1381.5302734375,802.13671875,RESIDENTIAL,not_relevant
1377.2197265625,776.2734375,1448.34375,802.13671875,PHONE,not_relevant
1444.033203125,776.2734375,1487.138671875,802.13671875,NO.,not_relevant
1515.1572265625,776.2734375,1638.0078125,799.9814453125,CELUPAGER,not_relevant
1633.697265625,776.2734375,1706.9765625,799.9814453125,PHONE,not_relevant
1700.5107421875,774.1181640625,1745.771484375,802.13671875,NO.,not_relevant
1773.7900390625,774.1181640625,1840.603515625,799.9814453125,WORK,not_relevant
1834.1376953125,776.2734375,1907.4169921875,799.9814453125,PHONEN,not_relevant
1894.4853515625,776.2734375,1941.9013671875,802.13671875,NO.,not_relevant
525.88671875,795.6708984375,560.37109375,823.689453125,M,gender
465.5390625,819.37890625,715.55078125,849.5527343749999,MIERPRETEKNEDED,not_relevant
415.9677734375,899.1240234375,487.091796875,931.453125,STATE,not_relevant
508.64453125,901.279296875,597.0107421875,927.142578125,EXPIRES,not_relevant
648.7373046875,901.279296875,726.3271484375,927.142578125,VEHYR,not_relevant
795.2958984375,901.279296875,857.798828125,927.142578125,MAKE,not_relevant
413.8125,920.6767578125,469.849609375,955.1611328125,WA,not_relevant
508.64453125,924.9873046875,609.9423828125,950.8505859374999,04-26-24,not_relevant
644.4267578125,920.6767578125,711.240234375,953.0058593749999,2007,not_relevant
415.9677734375,946.5400390625001,484.9365234375,972.4033203125,STATE,not_relevant
508.64453125,946.5400390625001,594.85546875,972.4033203125,EXPIRES,not_relevant
646.58203125,946.5400390625001,713.3955078125,972.4033203125,TRYR,not_relevant
1515.1572265625,819.37890625,1564.728515625,845.2421875000001,M.P.,not_relevant
1683.2685546875,819.37890625,1812.5849609375,845.2421875000001,CIYICOUNTY,not_relevant
1806.119140625,821.5341796875,1840.603515625,845.2421875000001,OF,not_relevant
1519.4677734375,840.9316406250001,1607.833984375,866.794921875,BLOCK#,not_relevant
1599.212890625,840.9316406250001,1661.7158203125,866.794921875,4000,not_relevant
1681.11328125,838.7763671875001,1760.8583984375,864.6396484375,KITSAP,not_relevant
1579.8154296875,899.1240234375,1650.939453125,924.9873046875,STYLE,not_relevant
1579.8154296875,916.3662109374999,1683.2685546875,948.6953124999999,UTILITY,not_relevant
1420.3251953125,944.3847656250001,1493.6044921875,970.248046875,STATE,not_relevant
1510.8466796875,940.07421875,1603.5234375,972.4033203125,EXPIRES,not_relevant
1648.7841796875,940.07421875,1717.7529296875,972.4033203125,TRYR,not_relevant
1569.0390625,1006.8876953125,1642.318359375,1039.216796875,STATE,not_relevant
1672.4921875,1009.04296875,1769.4794921875,1034.90625,ZIPCODE,not_relevant
1571.1943359375,1032.7509765625,1622.9208984375,1058.6142578125,WA,not_relevant
1672.4921875,1030.595703125,1752.2373046875,1062.9248046875,98312,not_relevant
693.998046875,877.5712890625001,739.2587890625,903.4345703125,DID,not_relevant
734.9482421875,877.5712890625001,883.662109375,901.279296875,OPERATEPARK,not_relevant
881.5068359375,879.7265624999999,922.45703125,899.1240234375,THE,not_relevant
920.3017578125,877.5712890625001,1038.841796875,901.279296875,FOLLOWINGI,not_relevant
1030.220703125,877.5712890625001,1118.5869140625,901.279296875,VEHICLE,not_relevant
1109.9658203125,875.4160156250001,1170.3134765625,901.279296875,ONAE,not_relevant
1157.3818359375,877.5712890625001,1237.126953125,901.279296875,PUBLICI,not_relevant
1230.6611328125,877.5712890625001,1433.2568359375,901.279296875,HICHWAYPROPERIYI,not_relevant
1422.48046875,879.7265624999999,1469.896484375,899.1240234375,AND,not_relevant
1191.8662109375,899.1240234375,1267.30078125,924.9873046875,MODEL,not_relevant
1191.8662109375,920.6767578125,1344.890625,946.5400390625001,OUTLANDER,not_relevant
1114.2763671875,942.2294921875001,1239.2822265625,968.0927734375,TR#2LICNO,not_relevant
1890.1748046875,896.96875,1967.7646484375,922.83203125,CCLOR,not_relevant
1892.330078125,918.5214843749999,1976.3857421875,944.3847656250001,WHITE,not_relevant
991.42578125,1011.1982421875001,1043.15234375,1037.0615234375,CITY,not_relevant
993.5810546875,1034.90625,1148.7607421875,1058.6142578125,BREMERTON,not_relevant
364.2412109375,1084.4775390625,493.5576171875,1110.3408203125,COMMERCIAL,not_relevant
521.576171875,1082.322265625,577.61328125,1110.3408203125,YES,not_relevant
616.408203125,1084.4775390625,663.82421875,1110.3408203125,16+,not_relevant
693.998046875,1080.1669921875,756.5009765625,1110.3408203125,YES,not_relevant
795.2958984375,1082.322265625,879.3515625,1108.185546875,HAZMAT,not_relevant
909.525390625,1080.1669921875,961.251953125,1108.185546875,YES,not_relevant
364.2412109375,1106.0302734375,452.607421875,1131.8935546875,VEHICLE,not_relevant
493.5576171875,1103.875,573.302734375,1136.2041015625,MNO,not_relevant
616.408203125,1106.0302734375,670.2900390625,1131.8935546875,BUS,not_relevant
670.2900390625,1101.7197265625,750.03515625,1134.048828125,NO,not_relevant
1129.36328125,1080.1669921875,1213.4189453125,1103.875,EXEMPT,not_relevant
1252.2138671875,1078.01171875,1306.095703125,1103.875,FIRE,not_relevant
1127.2080078125,1099.564453125,1217.7294921875,1125.427734375,VEHICLE,not_relevant
1252.2138671875,1099.564453125,1299.6298828125,1127.5830078125,LEA,not_relevant
887.97265625,1103.875,954.7861328125,1129.73828125,ANO,not_relevant
775.8984375,1140.5146484375,823.314453125,1166.3779296875,DID1,not_relevant
812.5380859375,1140.5146484375,915.9912109375,1166.3779296875,THENAND,not_relevant
911.6806640625,1138.359375,982.8046875,1164.22265625,THERE,not_relevant
978.494140625,1138.359375,1120.7421875,1164.22265625,COMMTEACH,not_relevant
1107.810546875,1138.359375,1146.60546875,1164.22265625,OF,not_relevant
1140.1396484375,1136.2041015625,1403.0830078125,1166.3779296875,NEFOLOMIMGOEFDISES,not_relevant
713.3955078125,1187.9306640625,842.7119140625,1211.638671875,SPEEDING,not_relevant
838.4013671875,1185.775390625,877.1962890625,1213.7939453125,13,not_relevant
870.73046875,1185.775390625,933.2333984375,1211.638671875,MPH,not_relevant
928.9228515625,1185.775390625,1004.357421875,1211.638671875,OVER,not_relevant
1000.046875,1181.46484375,1075.4814453125,1213.7939453125,LIMIT,not_relevant
1069.015625,1183.6201171875,1114.2763671875,1211.638671875,(40,not_relevant
1107.810546875,1183.6201171875,1157.3818359375,1211.638671875,OR,not_relevant
1144.4501953125,1181.46484375,1176.779296875,1211.638671875,U,not_relevant
135.7822265625,1166.3779296875,254.322265625,1190.0859375,VEHSPEED,not_relevant
290.9619140625,1166.3779296875,321.1357421875,1187.9306640625,38.,not_relevant
351.3095703125,1166.3779296875,400.880859375,1192.2412109375,INA,not_relevant
437.5205078125,1164.22265625,476.3154296875,1192.2412109375,25,not_relevant
508.64453125,1166.3779296875,573.302734375,1192.2412109375,ZONE,not_relevant
644.4267578125,1157.7568359375,732.79296875,1192.2412109375,SMD,not_relevant
762.966796875,1159.912109375,840.556640625,1192.2412109375,PACE,not_relevant
862.109375,1162.0673828125,965.5625,1187.9306640625,AIRCRAFT,not_relevant
144.4033203125,1190.0859375,349.154296875,1213.7939453125,LVIOLATIONSTATUTE,not_relevant
342.6884765625,1187.9306640625,405.19140625,1213.7939453125,CODE,not_relevant
409.501953125,1187.9306640625,519.4208984375,1213.7939453125,46.61.400,not_relevant
137.9375,1235.3466796875,400.880859375,1259.0546875,ZVOLATONSTATUIECOOE,not_relevant
127.1611328125,1280.607421875,400.880859375,1310.78125,AVOLATONSTAILIECODE,not_relevant
122.8505859375,1328.0234375,400.880859375,1358.197265625,AVOLATONSTATUIECOOE,not_relevant
122.8505859375,1373.2841796875,346.9990234375,1403.4580078125,SVIOLATINISTATUTEG,not_relevant
336.22265625,1377.5947265625,398.7255859375,1401.3027343750002,CODE,not_relevant
118.5400390625,1422.8554687499998,234.9248046875,1446.5634765625,RELATEDE,not_relevant
1803.9638671875,1179.3095703125,1909.572265625,1205.1728515625,PENALTYS,not_relevant
1916.0380859375,1174.9990234375,1995.783203125,1207.328125,176.00,not_relevant
1799.6533203125,1220.259765625,1911.7275390625,1252.5888671874998,IPENALTYS,not_relevant
1801.80859375,1269.8310546875,1911.7275390625,1295.6943359375002,PENALTYS,not_relevant
1803.9638671875,1315.091796875,1911.7275390625,1340.955078125,PENALTYS,not_relevant
1801.80859375,1360.3525390625,1911.7275390625,1386.2158203124998,PENALTYS,not_relevant
1747.9267578125,1403.4580078125,1924.6591796875,1433.6318359375002,TOTALPENALTYS,not_relevant
1920.3486328125,1405.61328125,2006.5595703125,1431.4765625,176.00,not_relevant
480.6259765625,1418.544921875,620.71875,1450.8740234375,DATEISSUED,not_relevant
633.650390625,1418.544921875,743.5693359375,1444.408203125,08-10-82,issue_date
140.0927734375,1453.029296875,245.701171875,1487.513671875,TICKET,not_relevant
243.5458984375,1455.1845703124998,327.6015625,1481.0478515625,SERVED,not_relevant
323.291015625,1455.1845703124998,366.396484375,1481.0478515625,ONV,not_relevant
353.46484375,1453.029296875,551.75,1483.203125,VIOLATOR/VEHICLE,not_relevant
603.4765625,1450.8740234375,704.7744140625,1485.3583984375,TICKET,not_relevant
700.4638671875,1455.1845703124998,760.8115234375,1481.0478515625,SENT,not_relevant
756.5009765625,1453.029296875,859.9541015625,1478.892578125,TOCOURT,not_relevant
853.48828125,1453.029296875,905.21484375,1478.892578125,FORI,not_relevant
896.59375,1453.029296875,987.115234375,1476.7373046875,MAILING,not_relevant
1062.5498046875,1450.8740234375,1159.537109375,1476.7373046875,TICKET,not_relevant
1159.537109375,1448.71875,1269.4560546875,1472.4267578125,REFERRED,not_relevant
1265.1455078125,1446.5634765625,1426.791015625,1472.4267578125,TOPROSECUTOR,not_relevant
120.6953125,1485.3583984375,327.6015625,1515.5322265625,IGERTIFYUNCERFENAT,not_relevant
316.8251953125,1491.8242187499998,368.5517578125,1511.2216796875,TYOF,not_relevant
364.2412109375,1487.513671875,508.64453125,1513.376953125,PERJURYUNDER,not_relevant
502.1787109375,1485.3583984375,545.2841796875,1511.2216796875,THE,not_relevant
538.818359375,1485.3583984375,620.71875,1511.2216796875,LAWSOF,not_relevant
614.2529296875,1485.3583984375,655.203125,1511.2216796875,THE,not_relevant
648.7373046875,1485.3583984375,734.9482421875,1511.2216796875,STATEOF,not_relevant
730.6376953125,1485.3583984375,849.177734375,1509.06640625,WASHINGTON,not_relevant
844.8671875,1487.513671875,894.4384765625,1506.9111328125,THATI,not_relevant
892.283203125,1487.513671875,948.3203125,1509.06640625,HAVE,not_relevant
941.8544921875,1485.3583984375,1015.1337890625,1509.06640625,ISSUEDT,not_relevant
1002.2021484375,1483.203125,1079.7919921875,1509.06640625,THISON,not_relevant
1075.4814453125,1485.3583984375,1114.2763671875,1504.755859375,THEL,not_relevant
1107.810546875,1485.3583984375,1157.3818359375,1504.755859375,DATE,not_relevant
1157.3818359375,1478.892578125,1256.5244140625,1504.755859375,ANDATTHEL,not_relevant
1250.05859375,1476.7373046875,1398.7724609375,1502.6005859375002,LOCATIONABOVE.,not_relevant
1396.6171875,1476.7373046875,1489.2939453125,1500.4453125,ANDIHAVE,not_relevant
1476.3623046875,1474.58203125,1631.5419921875,1500.4453125,EPROBABLECAUSE,not_relevant
1627.2314453125,1474.58203125,1655.25,1496.134765625,TO,not_relevant
1650.939453125,1472.4267578125,1722.0634765625,1496.134765625,BELIEVE,not_relevant
1719.908203125,1470.2714843750002,1763.013671875,1496.134765625,THEA,not_relevant
1750.08203125,1468.1162109375,2045.3544921875,1498.2900390625,MBOPACCOAROREPACNOE,not_relevant
122.8505859375,1506.9111328125,228.458984375,1530.619140625,COMMTTED,not_relevant
221.9931640625,1509.06640625,260.7880859375,1528.4638671875,THE,not_relevant
256.4775390625,1506.9111328125,321.1357421875,1530.619140625,ABOVE,not_relevant
316.8251953125,1504.755859375,426.744140625,1530.619140625,OFFENSEIS).,not_relevant
424.5888671875,1506.9111328125,472.0048828125,1526.30859375,ANDI,not_relevant
467.6943359375,1506.9111328125,500.0234375,1526.30859375,AM,not_relevant
495.712890625,1502.6005859375002,586.234375,1526.30859375,ENTERING,not_relevant
579.7685546875,1504.755859375,614.2529296875,1528.4638671875,MY,not_relevant
609.9423828125,1502.6005859375002,769.4326171875,1526.30859375,AUTHORIZEDUSERI,not_relevant
760.8115234375,1502.6005859375002,922.45703125,1526.30859375,IDANDPASSWORD,not_relevant
915.9912109375,1502.6005859375002,946.1650390625,1524.1533203124998,TO,not_relevant
941.8544921875,1502.6005859375002,1066.8603515625,1526.30859375,AUTHENTICATE,not_relevant
1062.5498046875,1502.6005859375002,1086.2578125,1524.1533203124998,IT,not_relevant
1918.193359375,1519.8427734375,2047.509765625,1543.55078125,PAGE10F1,not_relevant
107.763671875,1539.2402343750002,200.4404296875,1565.103515625,OFFICER,not_relevant
200.4404296875,1537.0849609375,232.76953125,1567.2587890625,C,not_relevant
232.76953125,1539.2402343750002,327.6015625,1565.103515625,GREEN,not_relevant
842.7119140625,1532.7744140625,881.5068359375,1560.7929687499998,94,not_relevant
1002.2021484375,1532.7744140625,1092.7236328125,1558.6376953125,OFFICER,not_relevant
